States,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,,Proportion of moderate to hazardous days,,States,Average proportion per state
Ohio,Medina,2022,362,284,76,2,0,0,0,Ohio,0.22,,,
Ohio,Miami,2022,245,214,29,2,0,0,0,Ohio,0.13,,,
Ohio,Montgomery,2022,365,205,158,2,0,0,0,Ohio,0.44,,,
Ohio,Noble,2022,353,319,34,0,0,0,0,Ohio,0.10,,,
Ohio,Portage,2022,282,226,52,3,1,0,0,Ohio,0.20,,,
Ohio,Preble,2022,365,235,128,2,0,0,0,Ohio,0.36,,,
Ohio,Scioto,2022,365,340,25,0,0,0,0,Ohio,0.07,,,
Ohio,Stark,2022,365,206,157,2,0,0,0,Ohio,0.44,,,
Ohio,Summit,2022,362,231,128,3,0,0,0,Ohio,0.36,,,
Ohio,Trumbull,2022,360,255,103,2,0,0,0,Ohio,0.29,,,
Ohio,Warren,2022,356,231,122,3,0,0,0,Ohio,0.35,,,
Ohio,Washington,2022,245,222,23,0,0,0,0,Ohio,0.09,,,
Ohio,Wood,2022,242,220,22,0,0,0,0,Ohio,0.09,,,
Oklahoma,Adair,2022,361,274,83,4,0,0,0,Oklahoma,0.24,,,
Oklahoma,Canadian,2022,284,218,63,3,0,0,0,Oklahoma,0.23,,,
Oklahoma,Carter,2022,343,254,88,0,1,0,0,Oklahoma,0.26,,,
Oklahoma,Cleveland,2022,348,182,162,4,0,0,0,Oklahoma,0.48,,,
Oklahoma,Comanche,2022,353,205,146,2,0,0,0,Oklahoma,0.42,,,
Oklahoma,Creek,2022,279,220,57,2,0,0,0,Oklahoma,0.21,,,
Oklahoma,Dewey,2022,346,219,124,3,0,0,0,Oklahoma,0.37,,,
Oklahoma,Grant,2022,119,102,17,0,0,0,0,Oklahoma,0.14,,,
Oklahoma,Kay,2022,361,225,136,0,0,0,0,Oklahoma,0.38,,,
Oklahoma,Kiowa,2022,257,185,70,2,0,0,0,Oklahoma,0.28,,,
Oklahoma,Love,2022,281,196,77,8,0,0,0,Oklahoma,0.30,,,
Oklahoma,Mayes,2022,266,246,19,1,0,0,0,Oklahoma,0.08,,,
Oklahoma,McClain,2022,278,204,71,3,0,0,0,Oklahoma,0.27,,,
Oklahoma,Nowata,2022,349,111,231,7,0,0,0,Oklahoma,0.68,,,
Oklahoma,Oklahoma,2022,365,144,215,6,0,0,0,Oklahoma,0.61,,,
Oklahoma,Osage,2022,292,221,64,5,2,0,0,Oklahoma,0.24,,,
Oklahoma,Ottawa,2022,365,151,203,6,4,1,0,Oklahoma,0.59,,,
Oklahoma,Pittsburg,2022,348,208,136,4,0,0,0,Oklahoma,0.40,,,
Oklahoma,Pontotoc,2022,152,131,20,1,0,0,0,Oklahoma,0.14,,,
Oklahoma,Sequoyah,2022,364,278,84,2,0,0,0,Oklahoma,0.24,,,
Oklahoma,Tulsa,2022,365,163,190,10,2,0,0,Oklahoma,0.55,,,
Oregon,Baker,2022,365,283,79,3,0,0,0,Oregon,0.22,,,
Oregon,Benton,2022,206,183,23,0,0,0,0,Oregon,0.11,,,
Oregon,Clackamas,2022,364,286,73,3,2,0,0,Oregon,0.21,,,
Oregon,Columbia,2022,362,293,66,1,2,0,0,Oregon,0.19,,,
Oregon,Crook,2022,359,288,69,2,0,0,0,Oregon,0.20,,,
Oregon,Deschutes,2022,365,282,77,2,3,1,0,Oregon,0.23,,,
Oregon,Douglas,2022,46,21,25,0,0,0,0,Oregon,0.54,,,
Oregon,Grant,2022,365,198,166,1,0,0,0,Oregon,0.46,,,
Oregon,Harney,2022,365,226,137,2,0,0,0,Oregon,0.38,,,
Oregon,Jackson,2022,365,211,146,5,3,0,0,Oregon,0.42,,,
Oregon,Jefferson,2022,365,272,92,1,0,0,0,Oregon,0.25,,,
Oregon,Josephine,2022,365,208,142,8,6,1,0,Oregon,0.43,,,
Oregon,Klamath,2022,365,222,139,2,2,0,0,Oregon,0.39,,,
Oregon,Lake,2022,365,273,88,4,0,0,0,Oregon,0.25,,,
Oregon,Lane,2022,365,194,132,5,14,9,11,Oregon,0.47,,,
Oregon,Linn,2022,365,254,109,2,0,0,0,Oregon,0.30,,,
Oregon,Marion,2022,365,254,104,5,2,0,0,Oregon,0.30,,,
Oregon,Multnomah,2022,365,266,94,3,2,0,0,Oregon,0.27,,,
Oregon,Umatilla,2022,365,244,118,3,0,0,0,Oregon,0.33,,,
Oregon,Union,2022,361,283,74,4,0,0,0,Oregon,0.22,,,
Oregon,Wallowa,2022,343,270,65,3,5,0,0,Oregon,0.21,,,
Oregon,Wasco,2022,161,161,0,0,0,0,0,Oregon,0.00,,,
Oregon,Washington,2022,365,244,118,1,2,0,0,Oregon,0.33,,,
Pennsylvania,Adams,2022,365,221,144,0,0,0,0,Pennsylvania,0.39,,,
Pennsylvania,Allegheny,2022,365,129,225,10,1,0,0,Pennsylvania,0.65,,,
Pennsylvania,Armstrong,2022,365,198,165,2,0,0,0,Pennsylvania,0.46,,,
Pennsylvania,Beaver,2022,364,174,189,1,0,0,0,Pennsylvania,0.52,,,
Pennsylvania,Berks,2022,365,240,123,2,0,0,0,Pennsylvania,0.34,,,
Pennsylvania,Blair,2022,363,234,129,0,0,0,0,Pennsylvania,0.36,,,
Pennsylvania,Bradford,2022,303,246,57,0,0,0,0,Pennsylvania,0.19,,,
Pennsylvania,Bucks,2022,237,196,39,2,0,0,0,Pennsylvania,0.17,,,
Pennsylvania,Cambria,2022,363,171,191,1,0,0,0,Pennsylvania,0.53,,,
Pennsylvania,Centre,2022,365,240,125,0,0,0,0,Pennsylvania,0.34,,,
Pennsylvania,Chester,2022,364,249,115,0,0,0,0,Pennsylvania,0.32,,,
Pennsylvania,Clearfield,2022,219,215,4,0,0,0,0,Pennsylvania,0.02,,,
Pennsylvania,Cumberland,2022,360,213,146,1,0,0,0,Pennsylvania,0.41,,,
Pennsylvania,Dauphin,2022,365,198,164,3,0,0,0,Pennsylvania,0.46,,,
Pennsylvania,Delaware,2022,365,191,174,0,0,0,0,Pennsylvania,0.48,,,
Pennsylvania,Elk,2022,363,353,9,1,0,0,0,Pennsylvania,0.03,,,
Pennsylvania,Erie,2022,365,286,79,0,0,0,0,Pennsylvania,0.22,,,
Pennsylvania,Fayette,2022,302,218,84,0,0,0,0,Pennsylvania,0.28,,,
Pennsylvania,Franklin,2022,237,225,12,0,0,0,0,Pennsylvania,0.05,,,
Pennsylvania,Greene,2022,294,231,63,0,0,0,0,Pennsylvania,0.21,,,
Pennsylvania,Indiana,2022,365,264,100,1,0,0,0,Pennsylvania,0.28,,,
Pennsylvania,Lackawanna,2022,363,259,104,0,0,0,0,Pennsylvania,0.29,,,
Pennsylvania,Lancaster,2022,365,84,274,6,1,0,0,Pennsylvania,0.77,,,
Pennsylvania,Lawrence,2022,243,223,18,2,0,0,0,Pennsylvania,0.08,,,
Pennsylvania,Lebanon,2022,364,224,138,2,0,0,0,Pennsylvania,0.38,,,
Pennsylvania,Lehigh,2022,359,246,113,0,0,0,0,Pennsylvania,0.31,,,
Pennsylvania,Luzerne,2022,235,224,11,0,0,0,0,Pennsylvania,0.05,,,
Pennsylvania,Lycoming,2022,304,221,83,0,0,0,0,Pennsylvania,0.27,,,
Pennsylvania,Mercer,2022,365,288,74,3,0,0,0,Pennsylvania,0.21,,,
Pennsylvania,Monroe,2022,202,184,18,0,0,0,0,Pennsylvania,0.09,,,
Pennsylvania,Montgomery,2022,362,237,124,1,0,0,0,Pennsylvania,0.35,,,
Pennsylvania,Northampton,2022,358,224,132,2,0,0,0,Pennsylvania,0.37,,,
Pennsylvania,Philadelphia,2022,365,155,206,4,0,0,0,Pennsylvania,0.58,,,
Pennsylvania,Somerset,2022,360,351,9,0,0,0,0,Pennsylvania,0.03,,,
Pennsylvania,Susquehanna,2022,279,219,60,0,0,0,0,Pennsylvania,0.22,,,
Pennsylvania,Tioga,2022,302,248,54,0,0,0,0,Pennsylvania,0.18,,,
Pennsylvania,Washington,2022,365,173,192,0,0,0,0,Pennsylvania,0.53,,,
Pennsylvania,Westmoreland,2022,304,198,106,0,0,0,0,Pennsylvania,0.35,,,
Pennsylvania,Wyoming,2022,270,219,51,0,0,0,0,Pennsylvania,0.19,,,
Pennsylvania,York,2022,365,205,159,1,0,0,0,Pennsylvania,0.44,,,
Rhode Island,Kent,2022,358,334,24,0,0,0,0,Rhode Island,0.07,,,
Rhode Island,Providence,2022,365,263,101,1,0,0,0,Rhode Island,0.28,,,
Rhode Island,Washington,2022,356,313,39,3,1,0,0,Rhode Island,0.12,,,
South Carolina,Aiken,2022,271,246,25,0,0,0,0,South Carolina,0.09,,,
South Carolina,Anderson,2022,246,230,16,0,0,0,0,South Carolina,0.07,,,
South Carolina,Berkeley,2022,234,221,13,0,0,0,0,South Carolina,0.06,,,
South Carolina,Charleston,2022,365,209,156,0,0,0,0,South Carolina,0.43,,,
South Carolina,Chesterfield,2022,343,273,70,0,0,0,0,South Carolina,0.20,,,
South Carolina,Darlington,2022,265,249,16,0,0,0,0,South Carolina,0.06,,,
South Carolina,Edgefield,2022,364,250,114,0,0,0,0,South Carolina,0.31,,,
South Carolina,Florence,2022,333,210,123,0,0,0,0,South Carolina,0.37,,,
South Carolina,Greenville,2022,365,179,186,0,0,0,0,South Carolina,0.51,,,
South Carolina,Horry,2022,263,247,16,0,0,0,0,South Carolina,0.06,,,
South Carolina,Lexington,2022,363,263,100,0,0,0,0,South Carolina,0.28,,,
South Carolina,Richland,2022,365,265,100,0,0,0,0,South Carolina,0.27,,,
South Carolina,Spartanburg,2022,363,206,157,0,0,0,0,South Carolina,0.43,,,
South Carolina,York,2022,363,253,109,1,0,0,0,South Carolina,0.30,,,
South Dakota,Brookings,2022,364,320,44,0,0,0,0,South Dakota,0.12,,,
South Dakota,Brown,2022,350,325,25,0,0,0,0,South Dakota,0.07,,,
South Dakota,Clay,2022,365,320,45,0,0,0,0,South Dakota,0.12,,,
South Dakota,Codington,2022,365,285,79,1,0,0,0,South Dakota,0.22,,,
South Dakota,Custer,2022,362,298,62,2,0,0,0,South Dakota,0.18,,,
South Dakota,Hughes,2022,362,352,10,0,0,0,0,South Dakota,0.03,,,
South Dakota,Jackson,2022,365,311,54,0,0,0,0,South Dakota,0.15,,,
South Dakota,Meade,2022,364,347,17,0,0,0,0,South Dakota,0.05,,,
South Dakota,Minnehaha,2022,365,300,64,1,0,0,0,South Dakota,0.18,,,
South Dakota,Pennington,2022,363,238,123,2,0,0,0,South Dakota,0.34,,,
Tennessee,Anderson,2022,245,228,17,0,0,0,0,Tennessee,0.07,,,
Tennessee,Blount,2022,365,238,126,1,0,0,0,Tennessee,0.35,,,
Tennessee,Claiborne,2022,363,355,8,0,0,0,0,Tennessee,0.02,,,
Tennessee,Davidson,2022,365,168,195,2,0,0,0,Tennessee,0.54,,,
Tennessee,DeKalb,2022,359,348,11,0,0,0,0,Tennessee,0.03,,,
Tennessee,Dyer,2022,356,258,97,1,0,0,0,Tennessee,0.28,,,
Tennessee,Hamilton,2022,341,169,171,1,0,0,0,Tennessee,0.50,,,
Tennessee,Jefferson,2022,244,219,25,0,0,0,0,Tennessee,0.10,,,
Tennessee,Knox,2022,365,185,180,0,0,0,0,Tennessee,0.49,,,
Tennessee,Lawrence,2022,351,306,45,0,0,0,0,Tennessee,0.13,,,
Tennessee,Loudon,2022,365,303,62,0,0,0,0,Tennessee,0.17,,,
Tennessee,Madison,2022,359,245,113,1,0,0,0,Tennessee,0.32,,,
Tennessee,Maury,2022,344,282,62,0,0,0,0,Tennessee,0.18,,,
Tennessee,McMinn,2022,357,233,124,0,0,0,0,Tennessee,0.35,,,
Tennessee,Montgomery,2022,359,280,79,0,0,0,0,Tennessee,0.22,,,
Tennessee,Putnam,2022,347,289,58,0,0,0,0,Tennessee,0.17,,,
Tennessee,Roane,2022,340,273,66,0,1,0,0,Tennessee,0.20,,,
Tennessee,Sevier,2022,310,262,48,0,0,0,0,Tennessee,0.15,,,
Tennessee,Shelby,2022,365,224,131,8,2,0,0,Tennessee,0.39,,,
Tennessee,Sullivan,2022,364,299,65,0,0,0,0,Tennessee,0.18,,,
Tennessee,Sumner,2022,358,249,108,1,0,0,0,Tennessee,0.30,,,
Tennessee,Williamson,2022,244,209,33,2,0,0,0,Tennessee,0.14,,,
Tennessee,Wilson,2022,242,221,20,1,0,0,0,Tennessee,0.09,,,
Texas,Atascosa,2022,356,218,136,2,0,0,0,Texas,0.39,,,
Texas,Bell,2022,365,241,121,3,0,0,0,Texas,0.34,,,
Texas,Bexar,2022,365,116,236,12,0,1,0,Texas,0.68,,,
Texas,Bowie,2022,349,144,205,0,0,0,0,Texas,0.59,,,
Texas,Brazoria,2022,365,311,46,8,0,0,0,Texas,0.15,,,
Texas,Brazos,2022,345,251,94,0,0,0,0,Texas,0.27,,,
Texas,Brewster,2022,357,266,91,0,0,0,0,Texas,0.25,,,
Texas,Cameron,2022,365,191,171,3,0,0,0,Texas,0.48,,,
Texas,Collin,2022,359,289,63,7,0,0,0,Texas,0.19,,,
Texas,Culberson,2022,175,111,60,4,0,0,0,Texas,0.37,,,
Texas,Dallas,2022,365,164,184,17,0,0,0,Texas,0.55,,,
Texas,Denton,2022,365,209,136,19,1,0,0,Texas,0.43,,,
Texas,Ector,2022,360,266,94,0,0,0,0,Texas,0.26,,,
Texas,El Paso,2022,365,72,273,19,1,0,0,Texas,0.80,,,
Texas,Ellis,2022,364,311,53,0,0,0,0,Texas,0.15,,,
Texas,Galveston,2022,365,236,122,6,1,0,0,Texas,0.35,,,
Texas,Gregg,2022,365,329,35,1,0,0,0,Texas,0.10,,,
Texas,Harris,2022,365,57,281,22,5,0,0,Texas,0.84,,,
Texas,Harrison,2022,328,164,159,4,1,0,0,Texas,0.50,,,
Texas,Hidalgo,2022,365,197,165,3,0,0,0,Texas,0.46,,,
Texas,Hood,2022,360,295,54,11,0,0,0,Texas,0.18,,,
Texas,Hunt,2022,358,330,28,0,0,0,0,Texas,0.08,,,
Texas,Jefferson,2022,365,203,157,5,0,0,0,Texas,0.44,,,
Texas,Johnson,2022,362,281,67,13,1,0,0,Texas,0.22,,,
Texas,Karnes,2022,349,349,0,0,0,0,0,Texas,0.00,,,
Texas,Kaufman,2022,365,252,110,3,0,0,0,Texas,0.31,,,
Texas,Kleberg,2022,347,196,147,4,0,0,0,Texas,0.44,,,
Texas,Lubbock,2022,347,300,45,2,0,0,0,Texas,0.14,,,
Texas,Maverick,2022,349,256,92,1,0,0,0,Texas,0.27,,,
Texas,McLennan,2022,364,209,155,0,0,0,0,Texas,0.43,,,
Texas,Montgomery,2022,364,175,183,6,0,0,0,Texas,0.52,,,
Texas,Navarro,2022,364,242,121,1,0,0,0,Texas,0.34,,,
Texas,Nueces,2022,365,208,155,2,0,0,0,Texas,0.43,,,
Texas,Orange,2022,365,247,116,2,0,0,0,Texas,0.32,,,
Texas,Parker,2022,358,290,54,14,0,0,0,Texas,0.19,,,
Texas,Polk,2022,328,313,15,0,0,0,0,Texas,0.05,,,
Texas,Potter,2022,359,312,46,1,0,0,0,Texas,0.13,,,
Texas,Randall,2022,338,251,83,4,0,0,0,Texas,0.26,,,
Texas,Rockwall,2022,360,339,21,0,0,0,0,Texas,0.06,,,
Texas,Smith,2022,363,289,68,6,0,0,0,Texas,0.20,,,
Texas,Tarrant,2022,365,132,211,20,2,0,0,Texas,0.64,,,
Texas,Travis,2022,365,178,180,7,0,0,0,Texas,0.51,,,
Texas,Victoria,2022,354,342,12,0,0,0,0,Texas,0.03,,,
Texas,Webb,2022,361,215,144,2,0,0,0,Texas,0.40,,,
Texas,Wilson,2022,300,300,0,0,0,0,0,Texas,0.00,,,
Utah,Box Elder,2022,281,266,15,0,0,0,0,Utah,0.05,,,
Utah,Cache,2022,365,223,135,6,1,0,0,Utah,0.39,,,
Utah,Carbon,2022,364,321,43,0,0,0,0,Utah,0.12,,,
Utah,Davis,2022,365,210,145,10,0,0,0,Utah,0.42,,,
Utah,Duchesne,2022,365,223,138,3,1,0,0,Utah,0.39,,,
Utah,Garfield,2022,293,246,47,0,0,0,0,Utah,0.16,,,
Utah,Iron,2022,365,309,56,0,0,0,0,Utah,0.15,,,
Utah,Salt Lake,2022,365,101,236,28,0,0,0,Utah,0.72,,,
Utah,San Juan,2022,365,306,59,0,0,0,0,Utah,0.16,,,
Utah,Tooele,2022,365,248,111,6,0,0,0,Utah,0.32,,,
Utah,Uintah,2022,365,242,123,0,0,0,0,Utah,0.34,,,
Utah,Utah,2022,365,206,154,5,0,0,0,Utah,0.44,,,
Utah,Washington,2022,365,288,77,0,0,0,0,Utah,0.21,,,
Utah,Wayne,2022,122,117,5,0,0,0,0,Utah,0.04,,,
Utah,Weber,2022,365,205,155,5,0,0,0,Utah,0.44,,,
Vermont,Bennington,2022,365,324,41,0,0,0,0,Vermont,0.11,,,
Vermont,Chittenden,2022,365,298,67,0,0,0,0,Vermont,0.18,,,
Vermont,Rutland,2022,365,278,87,0,0,0,0,Vermont,0.24,,,
Vermont,Windham,2022,71,71,0,0,0,0,0,Vermont,0.00,,,
Virginia,Albemarle,2022,361,249,112,0,0,0,0,Virginia,0.31,,,
Virginia,Arlington,2022,365,325,40,0,0,0,0,Virginia,0.11,,,
Virginia,Bristol City,2022,116,94,22,0,0,0,0,Virginia,0.19,,,
Virginia,Caroline,2022,243,236,7,0,0,0,0,Virginia,0.03,,,
Virginia,Carroll,2022,56,56,0,0,0,0,0,Virginia,0.00,,,
Virginia,Charles,2022,356,336,20,0,0,0,0,Virginia,0.06,,,
Virginia,Chesterfield,2022,286,264,22,0,0,0,0,Virginia,0.08,,,
Virginia,Fairfax,2022,365,232,133,0,0,0,0,Virginia,0.36,,,
Virginia,Fauquier,2022,244,237,7,0,0,0,0,Virginia,0.03,,,
Virginia,Frederick,2022,334,234,100,0,0,0,0,Virginia,0.30,,,
Virginia,Giles,2022,358,329,29,0,0,0,0,Virginia,0.08,,,
Virginia,Hampton City,2022,363,280,83,0,0,0,0,Virginia,0.23,,,
Virginia,Hanover,2022,239,226,13,0,0,0,0,Virginia,0.05,,,
Virginia,Henrico,2022,364,235,128,1,0,0,0,Virginia,0.35,,,
Virginia,Hopewell City,2022,51,51,0,0,0,0,0,Virginia,0.00,,,
Virginia,Loudoun,2022,364,328,34,2,0,0,0,Virginia,0.10,,,
Virginia,Lynchburg City,2022,116,97,19,0,0,0,0,Virginia,0.16,,,
Virginia,Madison,2022,358,323,35,0,0,0,0,Virginia,0.10,,,
Virginia,Norfolk City,2022,361,348,13,0,0,0,0,Virginia,0.04,,,
Virginia,Pittsylvania,2022,363,363,0,0,0,0,0,Virginia,0.00,,,
Virginia,Prince Edward,2022,347,340,7,0,0,0,0,Virginia,0.02,,,
Virginia,Prince William,2022,350,337,13,0,0,0,0,Virginia,0.04,,,
Virginia,Richmond City,2022,365,249,116,0,0,0,0,Virginia,0.32,,,
Virginia,Roanoke,2022,365,257,108,0,0,0,0,Virginia,0.30,,,
Virginia,Rockbridge,2022,285,277,8,0,0,0,0,Virginia,0.03,,,
Virginia,Rockingham,2022,365,332,33,0,0,0,0,Virginia,0.09,,,
Virginia,Salem City,2022,121,98,23,0,0,0,0,Virginia,0.19,,,
Virginia,Stafford,2022,362,351,11,0,0,0,0,Virginia,0.03,,,
Virginia,Suffolk City,2022,245,234,10,1,0,0,0,Virginia,0.04,,,
Virginia,Virginia Beach City,2022,109,93,16,0,0,0,0,Virginia,0.15,,,
Virginia,Wythe,2022,245,232,13,0,0,0,0,Virginia,0.05,,,
Washington,Adams,2022,365,327,34,2,2,0,0,Washington,0.10,,,
Washington,Asotin,2022,358,195,156,3,4,0,0,Washington,0.46,,,
Washington,Benton,2022,365,278,84,2,1,0,0,Washington,0.24,,,
Washington,Chelan,2022,365,246,96,8,13,2,0,Washington,0.33,,,
Washington,Clallam,2022,365,272,91,2,0,0,0,Washington,0.25,,,
Washington,Clark,2022,365,267,93,2,3,0,0,Washington,0.27,,,
Washington,Columbia,2022,365,314,47,4,0,0,0,Washington,0.14,,,
Washington,Cowlitz,2022,363,316,45,2,0,0,0,Washington,0.13,,,
Washington,Franklin,2022,328,269,56,0,3,0,0,Washington,0.18,,,
Washington,Garfield,2022,301,263,34,2,2,0,0,Washington,0.13,,,
Washington,Grant,2022,365,279,83,0,3,0,0,Washington,0.24,,,
Washington,Grays Harbor,2022,365,340,24,1,0,0,0,Washington,0.07,,,
Washington,Jefferson,2022,349,327,22,0,0,0,0,Washington,0.06,,,
Washington,King,2022,365,216,130,14,3,2,0,Washington,0.41,,,
Washington,Kitsap,2022,359,306,50,3,0,0,0,Washington,0.15,,,
Washington,Kittitas,2022,364,259,100,3,2,0,0,Washington,0.29,,,
Washington,Klickitat,2022,117,103,14,0,0,0,0,Washington,0.12,,,
Washington,Lewis,2022,365,285,70,7,3,0,0,Washington,0.22,,,
Washington,Mason,2022,365,302,60,3,0,0,0,Washington,0.17,,,
Washington,Okanogan,2022,365,175,185,4,0,1,0,Washington,0.52,,,
Washington,Pend Oreille,2022,234,207,27,0,0,0,0,Washington,0.12,,,
Washington,Pierce,2022,365,239,115,9,2,0,0,Washington,0.35,,,
Washington,Skagit,2022,365,313,47,4,1,0,0,Washington,0.14,,,
Washington,Snohomish,2022,362,210,129,13,6,3,1,Washington,0.42,,,
Washington,Spokane,2022,365,254,105,3,3,0,0,Washington,0.30,,,
Washington,Stevens,2022,365,208,149,7,1,0,0,Washington,0.43,,,
Washington,Thurston,2022,348,309,36,1,2,0,0,Washington,0.11,,,
Washington,Walla Walla,2022,365,292,70,2,1,0,0,Washington,0.20,,,
Washington,Whatcom,2022,343,294,40,3,5,1,0,Washington,0.14,,,
Washington,Whitman,2022,365,306,55,0,4,0,0,Washington,0.16,,,
Washington,Yakima,2022,365,178,181,5,1,0,0,Washington,0.51,,,
West Virginia,Berkeley,2022,275,230,45,0,0,0,0,West Virginia,0.16,,,
West Virginia,Brooke,2022,363,321,42,0,0,0,0,West Virginia,0.12,,,
West Virginia,Cabell,2022,282,247,35,0,0,0,0,West Virginia,0.12,,,
West Virginia,Gilmer,2022,110,108,2,0,0,0,0,West Virginia,0.02,,,
West Virginia,Greenbrier,2022,240,236,4,0,0,0,0,West Virginia,0.02,,,
West Virginia,Hancock,2022,365,317,48,0,0,0,0,West Virginia,0.13,,,
West Virginia,Harrison,2022,113,93,20,0,0,0,0,West Virginia,0.18,,,
West Virginia,Kanawha,2022,353,253,100,0,0,0,0,West Virginia,0.28,,,
West Virginia,Marion,2022,117,91,26,0,0,0,0,West Virginia,0.22,,,
West Virginia,Marshall,2022,361,162,199,0,0,0,0,West Virginia,0.55,,,
West Virginia,Monongalia,2022,280,250,30,0,0,0,0,West Virginia,0.11,,,
West Virginia,Ohio,2022,283,247,36,0,0,0,0,West Virginia,0.13,,,
West Virginia,Tucker,2022,364,351,13,0,0,0,0,West Virginia,0.04,,,
West Virginia,Wood,2022,281,242,38,1,0,0,0,West Virginia,0.14,,,
Wisconsin,Ashland,2022,364,334,30,0,0,0,0,Wisconsin,0.08,,,
Wisconsin,Brown,2022,359,262,95,2,0,0,0,Wisconsin,0.27,,,
Wisconsin,Columbia,2022,202,191,11,0,0,0,0,Wisconsin,0.05,,,
Wisconsin,Dane,2022,365,236,129,0,0,0,0,Wisconsin,0.35,,,
Wisconsin,Dodge,2022,365,266,99,0,0,0,0,Wisconsin,0.27,,,
Wisconsin,Door,2022,205,176,24,5,0,0,0,Wisconsin,0.14,,,
Wisconsin,Eau Claire,2022,365,268,97,0,0,0,0,Wisconsin,0.27,,,
Wisconsin,Fond du Lac,2022,203,193,9,1,0,0,0,Wisconsin,0.05,,,
Wisconsin,Forest,2022,363,321,42,0,0,0,0,Wisconsin,0.12,,,
Wisconsin,Grant,2022,359,241,118,0,0,0,0,Wisconsin,0.33,,,
Wisconsin,Jackson,2022,359,298,60,1,0,0,0,Wisconsin,0.17,,,
Wisconsin,Jefferson,2022,200,185,15,0,0,0,0,Wisconsin,0.08,,,
Wisconsin,Kenosha,2022,365,236,124,4,1,0,0,Wisconsin,0.35,,,
Wisconsin,Kewaunee,2022,201,172,25,3,1,0,0,Wisconsin,0.14,,,
Wisconsin,La Crosse,2022,365,271,94,0,0,0,0,Wisconsin,0.26,,,
Wisconsin,Manitowoc,2022,198,167,25,4,2,0,0,Wisconsin,0.16,,,
Wisconsin,Marathon,2022,205,197,8,0,0,0,0,Wisconsin,0.04,,,
Wisconsin,Milwaukee,2022,365,192,167,6,0,0,0,Wisconsin,0.47,,,
Wisconsin,Monroe,2022,364,295,68,1,0,0,0,Wisconsin,0.19,,,
Wisconsin,Outagamie,2022,365,241,123,1,0,0,0,Wisconsin,0.34,,,
Wisconsin,Ozaukee,2022,307,228,74,4,1,0,0,Wisconsin,0.26,,,
Wisconsin,Racine,2022,202,165,34,2,1,0,0,Wisconsin,0.18,,,
Wisconsin,Rock,2022,202,184,18,0,0,0,0,Wisconsin,0.09,,,
Wisconsin,Sauk,2022,360,265,95,0,0,0,0,Wisconsin,0.26,,,
Wisconsin,Sheboygan,2022,203,172,24,6,1,0,0,Wisconsin,0.15,,,
Wisconsin,Taylor,2022,365,310,55,0,0,0,0,Wisconsin,0.15,,,
Wisconsin,Vilas,2022,363,329,34,0,0,0,0,Wisconsin,0.09,,,
Wisconsin,Walworth,2022,200,181,16,3,0,0,0,Wisconsin,0.10,,,
Wisconsin,Waukesha,2022,363,215,144,4,0,0,0,Wisconsin,0.41,,,
Wyoming,Albany,2022,365,225,136,2,2,0,0,Wyoming,0.38,,,
Wyoming,Big Horn,2022,362,356,6,0,0,0,0,Wyoming,0.02,,,
Wyoming,Campbell,2022,365,210,146,7,1,0,1,Wyoming,0.42,,,
Wyoming,Carbon,2022,361,361,0,0,0,0,0,Wyoming,0.00,,,
Wyoming,Converse,2022,365,314,51,0,0,0,0,Wyoming,0.14,,,
Wyoming,Fremont,2022,365,254,111,0,0,0,0,Wyoming,0.30,,,
Wyoming,Johnson,2022,365,350,14,1,0,0,0,Wyoming,0.04,,,
Wyoming,Laramie,2022,363,297,66,0,0,0,0,Wyoming,0.18,,,
Wyoming,Lincoln,2022,365,321,43,1,0,0,0,Wyoming,0.12,,,
Wyoming,Natrona,2022,365,317,48,0,0,0,0,Wyoming,0.13,,,
Wyoming,Park,2022,344,314,30,0,0,0,0,Wyoming,0.09,,,
Wyoming,Platte,2022,355,311,29,8,3,0,4,Wyoming,0.12,,,
Wyoming,Sheridan,2022,365,270,95,0,0,0,0,Wyoming,0.26,,,
Wyoming,Sublette,2022,365,301,63,1,0,0,0,Wyoming,0.18,,,
Wyoming,Sweetwater,2022,365,285,78,1,1,0,0,Wyoming,0.22,,,
Wyoming,Teton,2022,365,332,33,0,0,0,0,Wyoming,0.09,,,
Wyoming,Uinta,2022,365,363,2,0,0,0,0,Wyoming,0.01,,,
Wyoming,Weston,2022,363,344,19,0,0,0,0,Wyoming,0.05,,,